CUSTOMER_ID,HIGHEST_SPENT,PRODUCT_ID,INSURANCE_NAME,PROCESSING_FEES,COVERAGE_LIMIT,ANNUAL_FEE,ELIGIBLE_LIMIT
PNCea6aafa3-4be3-4507-a605-0a6aae467,Health care,4,Criti Care Insurance,0,30000,600,18
PNCd40e3bf0-7571-4456-88f4-6da0fe4fa,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC48fe6add-8c30-4181-8664-c19353628,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNCf36cce0c-1a29-40d9-ba1f-8015a0dee,Health care,4,Criti Care Insurance,0,30000,600,18
PNCb6fd940a-7dc1-43ba-b78f-4d26ad5e9,Health care,4,Criti Care Insurance,0,30000,600,18
PNC1ae0fb1c-f6d1-4f11-8f04-b8d2825f5,Health care,6,Figma Preventive Care,0,10000,450,0
PNCda6060e0-c0c5-40e8-8403-efeeaf1a1,Fuel,7,Sigma HealthCare,0,5000,100,18
PNC0ba85705-e8ec-4816-86fc-9bd98c74f,Health care,5,Family Care Insurance,0,50000,2400,21
PNC3f4f206c-308c-4ff3-beed-925cf82b0,Health care,5,Family Care Insurance,0,50000,2400,21
PNC21558c46-16b1-459a-b74f-ae75c6b56,Health care,5,Family Care Insurance,0,50000,2400,21
PNC18592be8-2138-48c3-9346-0f7808ed4,Luxury Shopping,7,Sigma HealthCare,0,5000,100,18
PNC54732d10-170f-4b0e-a908-1dce62f94,Travel,2,Travel Plus Plan,8,5000,259,150
PNC0cb905fb-af50-4dab-bfba-f5f72f5e4,Health care,6,Figma Preventive Care,0,10000,450,0
PNC9d23a0ca-0a77-4531-8bf6-8debc0b50,Health care,6,Figma Preventive Care,0,10000,450,0
PNC93689b46-b09a-48d8-9eaf-dd294ea80,Health care,6,Figma Preventive Care,0,10000,450,0
PNC05aed887-af18-4392-8e33-fd75cc449,Groceries,7,Sigma HealthCare,0,5000,100,18
PNCf7e404a3-1284-4d91-bdc9-714b53ebb,Fuel,7,Sigma HealthCare,0,5000,100,18
PNC5da3f7cf-2f9c-454e-890b-a1e68b884,Health care,6,Figma Preventive Care,0,10000,450,0
PNCf1022b17-566a-4667-8d26-afcece987,Dinning,7,Sigma HealthCare,0,5000,100,18
PNC04356800-523a-4afe-bdd2-1da1dfdd7,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC480e397d-6f6f-400f-b317-adf4a5b17,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
PNC39ac739e-8084-44a1-bcd5-9d9fc76b3,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
PNCbdf7d697-5551-49f8-bacf-bbcf0aa41,Health care,4,Criti Care Insurance,0,30000,600,18
PNCf12839d3-ee05-4ef8-a186-51ef41bc4,Dinning,7,Sigma HealthCare,0,5000,100,18
PNC41c9355f-e736-4243-bdc8-8f7e8eac1,Dinning,7,Sigma HealthCare,0,5000,100,18
PNCf8b817b1-2674-4356-8c42-542238ba7,Dinning,7,Sigma HealthCare,0,5000,100,18
PNC004be79a-0a95-403c-b42d-fd656cb44,Luxury Shopping,7,Sigma HealthCare,0,5000,100,18
PNC3819e4d1-1909-42c4-8ad0-2a134d2b7,Groceries,7,Sigma HealthCare,0,5000,100,18
PNC44f86225-5b8c-4530-ac9c-e2edcb12e,Health care,6,Figma Preventive Care,0,10000,450,0
PNC5d53463b-1c15-4fc1-9813-ca6673af1,Entertainment,7,Sigma HealthCare,0,5000,100,18
PNC41e85b7a-cdc2-4a92-b35d-751dffa2a,Dinning,7,Sigma HealthCare,0,5000,100,18
PNC038dca4f-ea6c-43b9-9b98-293b691f7,Health care,5,Family Care Insurance,0,50000,2400,21
PNC27640d01-1e6e-4327-b324-907e7475c,Health care,4,Criti Care Insurance,0,30000,600,18
PNC9afdc5b9-e16f-48fa-97d7-d86653b34,Health care,6,Figma Preventive Care,0,10000,450,0
PNC1c1848f2-9c86-4570-a13f-1091b3b1c,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNCb0602603-c3a3-4c73-b349-faec1e013,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNCabc7b4e2-4a64-420d-a2ed-48ef72fee,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC278f397f-c1ea-4afa-a5dc-9464381a9,Health care,6,Figma Preventive Care,0,10000,450,0
PNCbda2b8d0-0d9b-45ed-8b90-b1941f859,Health care,5,Family Care Insurance,0,50000,2400,21
PNCf3153a09-5913-4c89-83c3-82603dc42,Health care,5,Family Care Insurance,0,50000,2400,21
PNCb87c03c1-3737-4bfb-b717-1398c3150,Dinning,7,Sigma HealthCare,0,5000,100,18
PNCac1007cc-147e-4c5f-97aa-e4ccccef3,Dinning,7,Sigma HealthCare,0,5000,100,18
PNC48137cd3-55a0-40ab-a73f-98f23b37f,Dinning,7,Sigma HealthCare,0,5000,100,18
PNC6e3be8e0-2304-46f5-b603-2746d4675,Dinning,7,Sigma HealthCare,0,5000,100,18
PNCafc1ed57-9627-49da-a4f8-7d606ed72,Health care,5,Family Care Insurance,0,50000,2400,21
PNC91b86636-44ec-4622-a7f3-f2c388760,Health care,6,Figma Preventive Care,0,10000,450,0
PNC40def265-38dd-410b-847a-e5b8d6fb1,Health care,4,Criti Care Insurance,0,30000,600,18
PNC9196026a-c300-41eb-a7d4-42b6199e2,Dinning,7,Sigma HealthCare,0,5000,100,18
PNC6bab430d-b5cc-46d8-bbfd-89f2dbd2f,Health care,4,Criti Care Insurance,0,30000,600,18
PNCb5a184e4-01af-4759-a1c1-49cb9b1d9,Groceries,7,Sigma HealthCare,0,5000,100,18
PNCcd555150-0458-49a4-8dce-0ef6931f9,Groceries,7,Sigma HealthCare,0,5000,100,18
PNC9ae1b889-33fa-4292-b91f-4a370b4f1,Health care,6,Figma Preventive Care,0,10000,450,0
PNCd2046af1-c6e6-4a6c-af81-398cc03c5,Health care,6,Figma Preventive Care,0,10000,450,0
PNC0164ff9f-0710-4d35-889f-e09f92bb5,Health care,5,Family Care Insurance,0,50000,2400,21
PNCe9ee0bb3-5b2c-435d-9884-6de3cce4b,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
PNC2b8013eb-db71-473e-9a5a-b53442a41,Health care,4,Criti Care Insurance,0,30000,600,18
PNC495bbcbb-7aa6-4a53-9ab3-26de5c700,Health care,4,Criti Care Insurance,0,30000,600,18
PNC7abbf14b-df66-4d57-97bb-f274021f2,Health care,6,Figma Preventive Care,0,10000,450,0
PNC94662809-8ab9-41de-8f56-11af09220,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNCf236d4c3-084e-453f-a7e8-52afd3845,Health care,4,Criti Care Insurance,0,30000,600,18
PNC3d23dda1-7a7b-4e71-a543-d7a8a7970,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
PNC528dc5c3-11ec-486d-b4d7-e35ec3228,Dinning,7,Sigma HealthCare,0,5000,100,18
PNC27dd5d49-7cf1-42de-a5a0-3e8be22bc,Fuel,7,Sigma HealthCare,0,5000,100,18
PNCf44d1490-88b2-42ad-b37b-bb76938ae,Fuel,7,Sigma HealthCare,0,5000,100,18
PNCeaa72a33-d336-4828-bd7c-68669d99c,Entertainment,7,Sigma HealthCare,0,5000,100,18
PNC63d26677-d671-4896-b1df-60ff0c83c,Health care,4,Criti Care Insurance,0,30000,600,18
PNCc724b482-12a0-4c38-a2e1-7bf0d2a44,Health care,5,Family Care Insurance,0,50000,2400,21
PNC9561e098-efd5-4c2c-bc11-796c97c6c,Entertainment,7,Sigma HealthCare,0,5000,100,18
PNC176ead84-791b-4454-97f0-b8569b642,Health care,6,Figma Preventive Care,0,10000,450,0
PNCa66eeead-4a7d-4ca9-b0f3-b65c82748,Dinning,7,Sigma HealthCare,0,5000,100,18
PNC2e60de05-8d2d-4740-9946-fa8ba9e7a,Luxury Shopping,7,Sigma HealthCare,0,5000,100,18
PNCd7bc5f8e-0b76-40a2-af1c-287aac2c8,Groceries,7,Sigma HealthCare,0,5000,100,18
PNCe2e35a59-c775-4617-85f8-d0ccf32fe,Health care,5,Family Care Insurance,0,50000,2400,21
PNCc4a05c79-30d4-4227-9599-a0a8e67ca,Health care,5,Family Care Insurance,0,50000,2400,21
PNC61e4c1ee-e1b7-4733-a259-64944b809,Entertainment,7,Sigma HealthCare,0,5000,100,18
PNC8643db75-b154-4396-ba5b-54dbbe507,Health care,6,Figma Preventive Care,0,10000,450,0
PNCee045252-8543-4ced-a6d3-f36d84c5c,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNCfa963a5f-dd3b-4976-ada1-a89d5efe9,Health care,4,Criti Care Insurance,0,30000,600,18
PNCafdd35a1-d9ba-4cca-97bf-80d2f8b9d,Health care,4,Criti Care Insurance,0,30000,600,18
PNC5e02b8eb-98fc-4e14-992d-5045c4e1c,Health care,5,Family Care Insurance,0,50000,2400,21
PNCfece7810-c928-4c8f-b895-cf319b69e,Health care,5,Family Care Insurance,0,50000,2400,21
PNCce982c49-3ac3-47a8-a8ce-d084be96e,Health care,4,Criti Care Insurance,0,30000,600,18
PNC1ec092af-4ce6-46e0-b8e2-2e973e42d,Health care,4,Criti Care Insurance,0,30000,600,18
PNCb4a0db83-0481-458a-9386-d95d430da,Health care,4,Criti Care Insurance,0,30000,600,18
PNCa1c34680-9b65-413e-8f50-d8cea6d77,Health care,6,Figma Preventive Care,0,10000,450,0
PNC90db2b8c-b50a-40fe-809b-a5240142a,Health care,4,Criti Care Insurance,0,30000,600,18
PNCf0fb1e41-ce3b-4d9c-83ba-fc93f1baf,Health care,4,Criti Care Insurance,0,30000,600,18
PNCc8e9bd36-df66-4fd2-a135-d39f3e6cc,Health care,5,Family Care Insurance,0,50000,2400,21
PNCa695b68e-06ec-4617-a668-e2cf55b32,Health care,6,Figma Preventive Care,0,10000,450,0
PNCbff4b9ad-0e7d-4c64-b7c2-eaf4faaf9,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNCaa2de72c-6b22-42f9-bd42-261f16134,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNCa2589832-2c48-46fa-90a1-a36dc8510,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC5fe65349-ca88-42d6-b9ca-df7084be0,Health care,4,Criti Care Insurance,0,30000,600,18
PNCbf910cea-f005-41b8-a924-37a4c5608,Health care,4,Criti Care Insurance,0,30000,600,18
PNC5f4139eb-2b07-4602-a714-cd4032352,Health care,6,Figma Preventive Care,0,10000,450,0
PNC43fff7bc-0773-4785-b9d9-bea13a5c6,Dinning,7,Sigma HealthCare,0,5000,100,18
PNC34215409-ea2e-417f-b1d9-4a0ade708,Luxury Shopping,7,Sigma HealthCare,0,5000,100,18
PNCeae18ebe-17b0-4139-babf-0722b7489,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC30442664-01c3-493a-ba7a-136ff04ec,Health care,5,Family Care Insurance,0,50000,2400,21
PNC4ba6b14f-ebd2-4e72-b86d-628a70136,Health care,5,Family Care Insurance,0,50000,2400,21
PNC27c9a78b-d84a-4664-9db4-48b396aee,Health care,4,Criti Care Insurance,0,30000,600,18
PNC39925bc7-8a13-4e91-8195-e5df7d996,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC30d0a5ba-ec51-4c72-9c76-0beb97555,Health care,6,Figma Preventive Care,0,10000,450,0
PNCa0adbcd2-0ae6-4c7d-b6ce-fc6893816,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC92e9112c-209e-4b24-bbe6-4f846d12e,Dinning,7,Sigma HealthCare,0,5000,100,18
PNCe3f42294-d214-4a88-a999-631d4fd3d,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNCc4db5979-d101-4d01-afbc-63a97b5b2,Health care,4,Criti Care Insurance,0,30000,600,18
PNCe1e9d92e-eef6-4363-9c1b-816c3e4e1,Dinning,7,Sigma HealthCare,0,5000,100,18
PNC0cdbb8b8-d228-43d9-aff1-b8997b4b2,Health care,4,Criti Care Insurance,0,30000,600,18
PNC2a68c03b-166e-43db-8931-7efd27696,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC9d15ff21-9176-4394-86cd-a50a5e292,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNCb1f38dbb-75f5-474f-9fcf-d5d992d90,Groceries,7,Sigma HealthCare,0,5000,100,18
